Id,CreatedDate,CompletedDate
707Oy000007d2SzIAI,2023-12-04T19:01:35.000+0000,2023-12-04T19:02:22.000+0000
707Oy000007d1aVIAQ,2023-12-04T18:56:24.000+0000,2023-12-04T18:56:35.000+0000
707Oy000007d1aRIAQ,2023-12-04T18:56:22.000+0000,2023-12-04T18:56:57.000+0000
707Oy000007cpZuIAI,2023-12-04T18:55:59.000+0000,2023-12-04T18:56:20.000+0000
707Oy000007cpZwIAI,2023-12-04T18:55:59.000+0000,2023-12-04T18:56:23.000+0000
707Oy000007d0FxIAI,2023-12-04T18:55:48.000+0000,2023-12-04T18:56:07.000+0000
707Oy000007d17uIAA,2023-12-04T18:53:47.000+0000,2023-12-04T18:54:03.000+0000
707Oy000007d17qIAA,2023-12-04T18:53:47.000+0000,2023-12-04T18:53:52.000+0000
707Oy000007d17sIAA,2023-12-04T18:53:47.000+0000,2023-12-04T18:54:20.000+0000
707Oy000007cuBZIAY,2023-12-04T18:53:28.000+0000,2023-12-04T18:53:50.000+0000
707Oy000007cyPxIAI,2023-12-04T18:52:19.000+0000,2023-12-04T18:52:34.000+0000
707Oy000007d3WsIAI,2023-12-04T18:50:16.000+0000,2023-12-04T18:51:35.000+0000
707Oy000007cxGgIAI,2023-12-04T18:48:31.000+0000,2023-12-04T18:49:45.000+0000
707Oy000007cxGeIAI,2023-12-04T18:48:30.000+0000,2023-12-04T18:50:58.000+0000
707Oy000007cxGaIAI,2023-12-04T18:48:29.000+0000,2023-12-04T18:48:52.000+0000
707Oy000007cxGYIAY,2023-12-04T18:48:29.000+0000,2023-12-04T18:49:02.000+0000
707Oy000007cxGWIAY,2023-12-04T18:48:28.000+0000,2023-12-04T18:48:54.000+0000
707Oy000007cyw0IAA,2023-12-04T18:48:15.000+0000,2023-12-04T18:48:51.000+0000
707Oy000007cyvyIAA,2023-12-04T18:48:14.000+0000,2023-12-04T18:49:02.000+0000
707Oy000007cz2GIAQ,2023-12-04T18:47:48.000+0000,2023-12-04T18:48:20.000+0000
707Oy000007d2BAIAY,2023-12-04T18:47:38.000+0000,2023-12-04T18:48:28.000+0000
707Oy000007d3N2IAI,2023-12-04T18:46:46.000+0000,2023-12-04T18:46:59.000+0000
707Oy000007d3N4IAI,2023-12-04T18:46:46.000+0000,2023-12-04T18:47:30.000+0000
707Oy000007cyqfIAA,2023-12-04T18:46:38.000+0000,2023-12-04T18:47:26.000+0000
707Oy000007cyqdIAA,2023-12-04T18:46:38.000+0000,2023-12-04T18:48:00.000+0000
707Oy000007cyqbIAA,2023-12-04T18:46:38.000+0000,2023-12-04T18:46:52.000+0000
707Oy000007d2pDIAQ,2023-12-04T18:45:58.000+0000,2023-12-04T18:46:43.000+0000
707Oy000007d3MzIAI,2023-12-04T18:43:18.000+0000,2023-12-04T18:44:03.000+0000
707Oy000007d1VGIAY,2023-12-04T18:41:57.000+0000,2023-12-04T18:43:05.000+0000
707Oy000007d2PSIAY,2023-12-04T18:38:30.000+0000,2023-12-04T18:40:00.000+0000
707Oy000007d2PRIAY,2023-12-04T18:38:30.000+0000,2023-12-04T18:41:16.000+0000
707Oy000007d2POIAY,2023-12-04T18:38:29.000+0000,2023-12-04T18:38:57.000+0000
707Oy000007d2PKIAY,2023-12-04T18:38:28.000+0000,2023-12-04T18:38:50.000+0000
707Oy000007d2PMIAY,2023-12-04T18:38:28.000+0000,2023-12-04T18:39:01.000+0000
707Oy000007cuT5IAI,2023-12-04T18:38:26.000+0000,2023-12-04T18:39:27.000+0000
707Oy000007cuT7IAI,2023-12-04T18:38:26.000+0000,2023-12-04T18:39:04.000+0000
707Oy000007d1rYIAQ,2023-12-04T18:37:47.000+0000,2023-12-04T18:38:23.000+0000
707Oy000007cg3QIAQ,2023-12-04T18:37:13.000+0000,2023-12-04T18:37:53.000+0000
707Oy000007ctdTIAQ,2023-12-04T18:33:19.000+0000,2023-12-04T18:33:29.000+0000
707Oy000007cxusIAA,2023-12-04T18:30:46.000+0000,2023-12-04T18:31:17.000+0000
707Oy000007cyo5IAA,2023-12-04T18:29:13.000+0000,2023-12-04T18:29:23.000+0000
707Oy000007cyo4IAA,2023-12-04T18:29:12.000+0000,2023-12-04T18:29:29.000+0000
707Oy000007cyo0IAA,2023-12-04T18:29:11.000+0000,2023-12-04T18:29:22.000+0000
707Oy000007cynyIAA,2023-12-04T18:29:11.000+0000,2023-12-04T18:29:19.000+0000
707Oy000007cynwIAA,2023-12-04T18:29:10.000+0000,2023-12-04T18:29:22.000+0000
707Oy000007cz4zIAA,2023-12-04T18:29:08.000+0000,2023-12-04T18:29:17.000+0000
707Oy000007cz4xIAA,2023-12-04T18:29:08.000+0000,2023-12-04T18:29:12.000+0000
707Oy000007cw4gIAA,2023-12-04T18:28:48.000+0000,2023-12-04T18:29:04.000+0000
707Oy000007czgEIAQ,2023-12-04T18:26:40.000+0000,2023-12-04T18:26:44.000+0000
707Oy000007d091IAA,2023-12-04T18:25:49.000+0000,2023-12-04T18:25:50.000+0000
707Oy000007d093IAA,2023-12-04T18:25:49.000+0000,2023-12-04T18:25:53.000+0000
707Oy000007ctyXIAQ,2023-12-04T18:25:45.000+0000,2023-12-04T18:25:46.000+0000
707Oy000007csJ1IAI,2023-12-04T18:24:11.000+0000,2023-12-04T18:24:12.000+0000
707Oy000007crS6IAI,2023-12-04T18:18:49.000+0000,2023-12-04T18:18:51.000+0000
707Oy000007crS8IAI,2023-12-04T18:18:49.000+0000,2023-12-04T18:19:04.000+0000
707Oy000007cwvJIAQ,2023-12-04T18:18:29.000+0000,2023-12-04T18:18:46.000+0000
707Oy000007cm2DIAQ,2023-12-04T18:11:01.000+0000,2023-12-04T18:11:13.000+0000
707Oy000007cqowIAA,2023-12-04T18:09:31.000+0000,2023-12-04T18:09:42.000+0000
707Oy000007crsuIAA,2023-12-04T18:09:11.000+0000,2023-12-04T18:09:27.000+0000
707Oy000007crssIAA,2023-12-04T18:09:10.000+0000,2023-12-04T18:09:14.000+0000
707Oy000007cwWpIAI,2023-12-04T18:09:04.000+0000,2023-12-04T18:09:20.000+0000
707Oy000007cApBIAU,2023-12-04T18:01:06.000+0000,2023-12-04T18:01:08.000+0000
707Oy000007cstAIAQ,2023-12-04T17:54:07.000+0000,2023-12-04T17:55:17.000+0000
707Oy000007cst8IAA,2023-12-04T17:54:06.000+0000,2023-12-04T17:54:43.000+0000
707Oy000007clsHIAQ,2023-12-04T17:54:01.000+0000,2023-12-04T17:54:33.000+0000
707Oy000007clsDIAQ,2023-12-04T17:54:00.000+0000,2023-12-04T17:54:15.000+0000
707Oy000007clsFIAQ,2023-12-04T17:54:00.000+0000,2023-12-04T17:54:39.000+0000
707Oy000007csBaIAI,2023-12-04T17:53:27.000+0000,2023-12-04T17:53:58.000+0000
707Oy000007ckMtIAI,2023-12-04T17:52:42.000+0000,2023-12-04T17:53:02.000+0000
707Oy000007ckMvIAI,2023-12-04T17:52:42.000+0000,2023-12-04T17:53:25.000+0000
707Oy000007cqusIAA,2023-12-04T17:52:24.000+0000,2023-12-04T17:52:42.000+0000
707Oy000007crVjIAI,2023-12-04T17:40:52.000+0000,2023-12-04T17:43:15.000+0000
707Oy000007crVhIAI,2023-12-04T17:40:52.000+0000,2023-12-04T17:42:51.000+0000
707Oy000007crVdIAI,2023-12-04T17:40:51.000+0000,2023-12-04T17:43:15.000+0000
707Oy000007crVbIAI,2023-12-04T17:40:50.000+0000,2023-12-04T17:42:25.000+0000
707Oy000007crVZIAY,2023-12-04T17:40:50.000+0000,2023-12-04T17:41:51.000+0000
707Oy000007cgO5IAI,2023-12-04T17:40:48.000+0000,2023-12-04T17:41:29.000+0000
707Oy000007cgO7IAI,2023-12-04T17:40:48.000+0000,2023-12-04T17:41:22.000+0000
707Oy000007crlkIAA,2023-12-04T17:39:51.000+0000,2023-12-04T17:40:26.000+0000
707Oy000007cpokIAA,2023-12-04T17:36:11.000+0000,2023-12-04T17:36:30.000+0000
707Oy000007cq9qIAA,2023-12-04T17:33:12.000+0000,2023-12-04T17:33:44.000+0000
707Oy000007cq9oIAA,2023-12-04T17:33:12.000+0000,2023-12-04T17:33:42.000+0000
707Oy000007coklIAA,2023-12-04T17:32:10.000+0000,2023-12-04T17:33:44.000+0000
707Oy000007cqPpIAI,2023-12-04T17:31:57.000+0000,2023-12-04T17:33:41.000+0000
707Oy000007cqPrIAI,2023-12-04T17:31:57.000+0000,2023-12-04T17:33:34.000+0000
707Oy000007cqPnIAI,2023-12-04T17:31:56.000+0000,2023-12-04T17:33:33.000+0000
707Oy000007cYCYIA2,2023-12-04T17:31:21.000+0000,2023-12-04T17:33:09.000+0000
707Oy000007ckEaIAI,2023-12-04T17:29:40.000+0000,2023-12-04T17:32:22.000+0000
707Oy000007coOFIAY,2023-12-04T17:28:33.000+0000,2023-12-04T17:32:21.000+0000
707Oy000007cnXEIAY,2023-12-04T17:25:57.000+0000,2023-12-04T17:32:19.000+0000
707Oy000007cpYXIAY,2023-12-04T17:25:13.000+0000,2023-12-04T17:29:38.000+0000
707Oy000007cnC1IAI,2023-12-04T17:22:35.000+0000,2023-12-04T17:29:38.000+0000
707Oy000007cnbgIAA,2023-12-04T17:21:49.000+0000,2023-12-04T17:29:16.000+0000
707Oy000007ca3yIAA,2023-12-04T17:21:23.000+0000,2023-12-04T17:29:36.000+0000
707Oy000007ca3wIAA,2023-12-04T17:21:22.000+0000,2023-12-04T17:28:12.000+0000
707Oy000007ceJWIAY,2023-12-04T17:20:48.000+0000,2023-12-04T17:25:37.000+0000
707Oy000007ceJUIAY,2023-12-04T17:20:48.000+0000,2023-12-04T17:25:57.000+0000
707Oy000007cmscIAA,2023-12-04T17:19:03.000+0000,2023-12-04T17:25:30.000+0000
707Oy000007cmsaIAA,2023-12-04T17:19:02.000+0000,2023-12-04T17:25:08.000+0000
707Oy000007cmsbIAA,2023-12-04T17:19:02.000+0000,2023-12-04T17:25:21.000+0000
707Oy000007cgr3IAA,2023-12-04T17:18:28.000+0000,2023-12-04T17:21:33.000+0000
707Oy000007boHwIAI,2023-12-04T17:16:57.000+0000,2023-12-04T17:20:45.000+0000
707Oy000007boHuIAI,2023-12-04T17:16:57.000+0000,2023-12-04T17:20:49.000+0000
707Oy000007boHsIAI,2023-12-04T17:16:56.000+0000,2023-12-04T17:21:03.000+0000
707Oy000007ciqAIAQ,2023-12-04T17:16:21.000+0000,2023-12-04T17:20:52.000+0000
707Oy000007ckeAIAQ,2023-12-04T17:05:32.000+0000,2023-12-04T17:08:00.000+0000
707Oy000007ccvwIAA,2023-12-04T17:04:14.000+0000,2023-12-04T17:07:53.000+0000
707Oy000007ckvXIAQ,2023-12-04T17:01:48.000+0000,2023-12-04T17:07:50.000+0000
707Oy000007ce45IAA,2023-12-04T17:01:17.000+0000,2023-12-04T17:07:50.000+0000
707Oy000007ce43IAA,2023-12-04T17:01:16.000+0000,2023-12-04T17:07:39.000+0000
707Oy000007ceXYIAY,2023-12-04T17:00:25.000+0000,2023-12-04T17:07:38.000+0000
707Oy000007cUH3IAM,2023-12-04T16:57:57.000+0000,2023-12-04T17:07:40.000+0000
707Oy000007cZwZIAU,2023-12-04T16:56:41.000+0000,2023-12-04T17:06:33.000+0000
707Oy000007cfgBIAQ,2023-12-04T16:56:39.000+0000,2023-12-04T17:02:00.000+0000
707Oy000007cfg9IAA,2023-12-04T16:56:38.000+0000,2023-12-04T17:02:24.000+0000
707Oy000007cfg7IAA,2023-12-04T16:56:38.000+0000,2023-12-04T17:01:36.000+0000
707Oy000007cjt2IAA,2023-12-04T16:56:04.000+0000,2023-12-04T17:03:48.000+0000
707Oy000007cesmIAA,2023-12-04T16:47:32.000+0000,2023-12-04T16:51:47.000+0000
707Oy000007ccSLIAY,2023-12-04T16:47:19.000+0000,2023-12-04T16:54:16.000+0000
707Oy000007cBMFIA2,2023-12-04T16:45:56.000+0000,2023-12-04T16:46:22.000+0000
707Oy000007ce7XIAQ,2023-12-04T16:40:32.000+0000,2023-12-04T16:41:50.000+0000
707Oy000007ce7ZIAQ,2023-12-04T16:40:32.000+0000,2023-12-04T16:41:31.000+0000
707Oy000007cbbBIAQ,2023-12-04T16:39:41.000+0000,2023-12-04T16:40:35.000+0000
707Oy000007cbb9IAA,2023-12-04T16:39:40.000+0000,2023-12-04T16:40:30.000+0000
707Oy000007cbb7IAA,2023-12-04T16:39:40.000+0000,2023-12-04T16:40:14.000+0000
707Oy000007cZcjIAE,2023-12-04T16:38:56.000+0000,2023-12-04T16:40:24.000+0000
707Oy000007cLjsIAE,2023-12-04T16:17:02.000+0000,2023-12-04T16:18:11.000+0000
707Oy000007cavUIAQ,2023-12-04T16:15:37.000+0000,2023-12-04T16:17:31.000+0000
707Oy000007cfUSIAY,2023-12-04T16:11:37.000+0000,2023-12-04T16:14:00.000+0000
707Oy000007cfUQIAY,2023-12-04T16:11:36.000+0000,2023-12-04T16:13:35.000+0000
707Oy000007cfJAIAY,2023-12-04T16:09:44.000+0000,2023-12-04T16:12:05.000+0000
707Oy000007cfJ8IAI,2023-12-04T16:09:44.000+0000,2023-12-04T16:11:48.000+0000
707Oy000007cfJ6IAI,2023-12-04T16:09:43.000+0000,2023-12-04T16:11:44.000+0000
707Oy000007cXUSIA2,2023-12-04T16:09:06.000+0000,2023-12-04T16:11:40.000+0000
707Oy000007cay5IAA,2023-12-04T15:57:40.000+0000,2023-12-04T16:00:54.000+0000
707Oy000007cay7IAA,2023-12-04T15:57:40.000+0000,2023-12-04T16:00:31.000+0000
707Oy000007cY96IAE,2023-12-04T15:53:37.000+0000,2023-12-04T15:59:40.000+0000
707Oy000007cY98IAE,2023-12-04T15:53:37.000+0000,2023-12-04T16:00:15.000+0000
707Oy000007cY94IAE,2023-12-04T15:53:36.000+0000,2023-12-04T15:57:37.000+0000
707Oy000007cTT9IAM,2023-12-04T15:53:02.000+0000,2023-12-04T15:58:42.000+0000
707Oy000007cc57IAA,2023-12-04T15:52:01.000+0000,2023-12-04T15:56:51.000+0000
707Oy000007cc3hIAA,2023-12-04T15:50:32.000+0000,2023-12-04T15:55:09.000+0000
707Oy000007cc3dIAA,2023-12-04T15:50:31.000+0000,2023-12-04T15:53:18.000+0000
707Oy000007cc3fIAA,2023-12-04T15:50:31.000+0000,2023-12-04T15:54:12.000+0000
707Oy000007caoFIAQ,2023-12-04T15:50:28.000+0000,2023-12-04T15:53:02.000+0000
707Oy000007cYOTIA2,2023-12-04T15:50:13.000+0000,2023-12-04T15:52:36.000+0000
707Oy000007cFZyIAM,2023-12-04T15:38:24.000+0000,2023-12-04T15:39:15.000+0000
707Oy000007cIFIIA2,2023-12-04T15:36:04.000+0000,2023-12-04T15:37:58.000+0000
707Oy000007cOhoIAE,2023-12-04T15:32:18.000+0000,2023-12-04T15:32:39.000+0000
707Oy000007cOhsIAE,2023-12-04T15:32:18.000+0000,2023-12-04T15:32:43.000+0000
707Oy000007cOhqIAE,2023-12-04T15:32:18.000+0000,2023-12-04T15:32:35.000+0000
707Oy000007cQpeIAE,2023-12-04T15:32:00.000+0000,2023-12-04T15:32:13.000+0000
707Oy000007cSprIAE,2023-12-04T15:18:20.000+0000,2023-12-04T15:18:38.000+0000
707Oy000007cXBpIAM,2023-12-04T15:17:47.000+0000,2023-12-04T15:18:24.000+0000
707Oy000007cU4qIAE,2023-12-04T15:17:07.000+0000,2023-12-04T15:17:55.000+0000
707Oy000007cU4sIAE,2023-12-04T15:17:07.000+0000,2023-12-04T15:18:00.000+0000
707Oy000007cU4uIAE,2023-12-04T15:17:07.000+0000,2023-12-04T15:19:34.000+0000
707Oy000007cWsUIAU,2023-12-04T15:16:46.000+0000,2023-12-04T15:17:52.000+0000
707Oy000007cQBEIA2,2023-12-04T15:16:21.000+0000,2023-12-04T15:17:39.000+0000
707Oy000007cON0IAM,2023-12-04T15:14:21.000+0000,2023-12-04T15:14:41.000+0000
707Oy000007cPdtIAE,2023-12-04T15:14:15.000+0000,2023-12-04T15:14:38.000+0000
707Oy000007cKkiIAE,2023-12-04T15:11:41.000+0000,2023-12-04T15:14:00.000+0000
707Oy000007cVYVIA2,2023-12-04T15:11:26.000+0000,2023-12-04T15:14:31.000+0000
707Oy000007cVYUIA2,2023-12-04T15:11:26.000+0000,2023-12-04T15:14:16.000+0000
707Oy000007cFr3IAE,2023-12-04T15:09:52.000+0000,2023-12-04T15:14:18.000+0000
707Oy000007cFr2IAE,2023-12-04T15:09:52.000+0000,2023-12-04T15:13:32.000+0000
707Oy000007cFr1IAE,2023-12-04T15:09:51.000+0000,2023-12-04T15:13:18.000+0000
707Oy000007cNvEIAU,2023-12-04T15:09:35.000+0000,2023-12-04T15:13:12.000+0000
707Oy000007cOXzIAM,2023-12-04T15:07:11.000+0000,2023-12-04T15:12:51.000+0000
707Oy000007cOY0IAM,2023-12-04T15:07:11.000+0000,2023-12-04T15:12:52.000+0000
707Oy000007cOXyIAM,2023-12-04T15:07:10.000+0000,2023-12-04T15:11:45.000+0000
707Oy000007cUR8IAM,2023-12-04T15:06:42.000+0000,2023-12-04T15:11:24.000+0000
707Oy000007cJjcIAE,2023-12-04T15:06:17.000+0000,2023-12-04T15:11:10.000+0000
707Oy000007cJjaIAE,2023-12-04T15:06:16.000+0000,2023-12-04T15:12:06.000+0000
707Oy000007cLL1IAM,2023-12-04T15:05:15.000+0000,2023-12-04T15:10:51.000+0000
707Oy000007cVTQIA2,2023-12-04T15:05:07.000+0000,2023-12-04T15:09:38.000+0000
707Oy000007cQuJIAU,2023-12-04T15:04:33.000+0000,2023-12-04T15:09:51.000+0000
707Oy000007cQuHIAU,2023-12-04T15:04:32.000+0000,2023-12-04T15:09:13.000+0000
707Oy000007cQuFIAU,2023-12-04T15:04:31.000+0000,2023-12-04T15:09:24.000+0000
707Oy000007cQuDIAU,2023-12-04T15:04:27.000+0000,2023-12-04T15:06:54.000+0000
707Oy000007cTMuIAM,2023-12-04T15:03:59.000+0000,2023-12-04T15:06:39.000+0000
707Oy000007cTMwIAM,2023-12-04T15:03:59.000+0000,2023-12-04T15:08:31.000+0000
707Oy000007cTMsIAM,2023-12-04T15:03:58.000+0000,2023-12-04T15:06:37.000+0000
707Oy000007cT78IAE,2023-12-04T15:03:27.000+0000,2023-12-04T15:06:30.000+0000
707Oy000007cNnJIAU,2023-12-04T14:59:25.000+0000,2023-12-04T15:00:08.000+0000
707Oy000007cNnHIAU,2023-12-04T14:59:25.000+0000,2023-12-04T15:00:35.000+0000
707Oy000007cT0VIAU,2023-12-04T14:59:18.000+0000,2023-12-04T15:00:20.000+0000
707Oy000007cT0RIAU,2023-12-04T14:59:17.000+0000,2023-12-04T14:59:39.000+0000
707Oy000007cT0TIAU,2023-12-04T14:59:17.000+0000,2023-12-04T14:59:59.000+0000
707Oy000007cUQrIAM,2023-12-04T14:58:38.000+0000,2023-12-04T14:59:29.000+0000
707Oy000007cQj4IAE,2023-12-04T14:57:10.000+0000,2023-12-04T14:58:09.000+0000
707Oy000007cQj0IAE,2023-12-04T14:57:08.000+0000,2023-12-04T14:57:59.000+0000
707Oy000007cNC4IAM,2023-12-04T14:56:36.000+0000,2023-12-04T14:57:02.000+0000
707Oy000007cNC2IAM,2023-12-04T14:56:35.000+0000,2023-12-04T14:57:08.000+0000
707Oy000007cRzhIAE,2023-12-04T14:56:04.000+0000,2023-12-04T14:56:36.000+0000
707Oy000007cPFUIA2,2023-12-04T14:51:51.000+0000,2023-12-04T14:52:21.000+0000
707Oy000007cPFSIA2,2023-12-04T14:51:51.000+0000,2023-12-04T14:52:08.000+0000
707Oy000007cPFOIA2,2023-12-04T14:51:50.000+0000,2023-12-04T14:52:05.000+0000
707Oy000007cPFKIA2,2023-12-04T14:51:49.000+0000,2023-12-04T14:52:13.000+0000
707Oy000007cPFMIA2,2023-12-04T14:51:49.000+0000,2023-12-04T14:52:09.000+0000
707Oy000007cQ9VIAU,2023-12-04T14:51:28.000+0000,2023-12-04T14:51:54.000+0000
707Oy000007cQ9TIAU,2023-12-04T14:51:28.000+0000,2023-12-04T14:52:10.000+0000
707Oy000007cQYCIA2,2023-12-04T14:51:09.000+0000,2023-12-04T14:51:25.000+0000
707Oy000007cOmHIAU,2023-12-04T14:50:48.000+0000,2023-12-04T14:51:27.000+0000
707Oy000007cOmGIAU,2023-12-04T14:50:47.000+0000,2023-12-04T14:51:21.000+0000
707Oy000007cTBVIA2,2023-12-04T14:50:27.000+0000,2023-12-04T14:50:57.000+0000
707Oy000007cTBUIA2,2023-12-04T14:50:27.000+0000,2023-12-04T14:51:05.000+0000
707Oy000007cPiPIAU,2023-12-04T14:47:16.000+0000,2023-12-04T14:50:50.000+0000
707Oy000007cPiNIAU,2023-12-04T14:47:15.000+0000,2023-12-04T14:50:42.000+0000
707Oy000007cPiOIAU,2023-12-04T14:47:15.000+0000,2023-12-04T14:50:53.000+0000
707Oy000007cSVmIAM,2023-12-04T14:46:46.000+0000,2023-12-04T14:50:52.000+0000
707Oy000007cNrWIAU,2023-12-04T14:42:20.000+0000,2023-12-04T14:50:41.000+0000
707Oy000007cNrVIAU,2023-12-04T14:42:19.000+0000,2023-12-04T14:50:34.000+0000
707Oy000007cNrUIAU,2023-12-04T14:42:19.000+0000,2023-12-04T14:50:31.000+0000
707Oy000007cNrSIAU,2023-12-04T14:41:48.000+0000,2023-12-04T14:50:25.000+0000
707Oy000007cQLnIAM,2023-12-04T14:38:04.000+0000,2023-12-04T14:50:26.000+0000
707Oy000007cQNSIA2,2023-12-04T14:37:50.000+0000,2023-12-04T14:50:24.000+0000
707Oy000007cMNkIAM,2023-12-04T14:37:16.000+0000,2023-12-04T14:50:03.000+0000
707Oy000007cMNjIAM,2023-12-04T14:37:15.000+0000,2023-12-04T14:50:08.000+0000
707Oy000007cMNiIAM,2023-12-04T14:37:15.000+0000,2023-12-04T14:50:12.000+0000
707Oy000007cQJ3IAM,2023-12-04T14:36:57.000+0000,2023-12-04T14:50:05.000+0000
707Oy000007cS5iIAE,2023-12-04T14:36:27.000+0000,2023-12-04T14:49:20.000+0000
707Oy000007cS5jIAE,2023-12-04T14:36:27.000+0000,2023-12-04T14:50:06.000+0000
707Oy000007cS5hIAE,2023-12-04T14:36:26.000+0000,2023-12-04T14:49:10.000+0000
707Oy000007cRRdIAM,2023-12-04T14:35:56.000+0000,2023-12-04T14:48:12.000+0000
707Oy000007cObzIAE,2023-12-04T14:35:40.000+0000,2023-12-04T14:49:33.000+0000
707Oy000007cKhWIAU,2023-12-04T14:35:24.000+0000,2023-12-04T14:48:27.000+0000
707Oy000007cKhUIAU,2023-12-04T14:35:24.000+0000,2023-12-04T14:48:33.000+0000
707Oy000007cKhSIAU,2023-12-04T14:35:23.000+0000,2023-12-04T14:48:34.000+0000
707Oy000007cPBFIA2,2023-12-04T14:35:02.000+0000,2023-12-04T14:46:51.000+0000
707Oy000007cFkvIAE,2023-12-04T14:34:19.000+0000,2023-12-04T14:46:43.000+0000
707Oy000007cFksIAE,2023-12-04T14:34:00.000+0000,2023-12-04T14:45:26.000+0000
707Oy000007cMnkIAE,2023-12-04T14:30:58.000+0000,2023-12-04T14:46:33.000+0000
707Oy000007cJvDIAU,2023-12-04T14:30:53.000+0000,2023-12-04T14:45:13.000+0000
707Oy000007cRJLIA2,2023-12-04T14:27:37.000+0000,2023-12-04T14:44:26.000+0000
707Oy000007cRJNIA2,2023-12-04T14:27:37.000+0000,2023-12-04T14:43:45.000+0000
707Oy000007cKScIAM,2023-12-04T14:27:32.000+0000,2023-12-04T14:42:15.000+0000
707Oy000007cMagIAE,2023-12-04T14:23:00.000+0000,2023-12-04T14:41:30.000+0000
707Oy000007cNSTIA2,2023-12-04T14:22:56.000+0000,2023-12-04T14:39:46.000+0000
707Oy000007cNSRIA2,2023-12-04T14:22:55.000+0000,2023-12-04T14:39:54.000+0000
707Oy000007cNSSIA2,2023-12-04T14:22:55.000+0000,2023-12-04T14:40:10.000+0000
707Oy000007cObiIAE,2023-12-04T14:22:42.000+0000,2023-12-04T14:40:41.000+0000
707Oy000007cF1MIAU,2023-12-04T14:19:35.000+0000,2023-12-04T14:38:55.000+0000
707Oy000007cPCsIAM,2023-12-04T14:16:39.000+0000,2023-12-04T14:38:10.000+0000
707Oy000007cM4PIAU,2023-12-04T14:16:30.000+0000,2023-12-04T14:37:35.000+0000
707Oy000007cP9fIAE,2023-12-04T14:15:54.000+0000,2023-12-04T14:37:35.000+0000
707Oy000007cP9dIAE,2023-12-04T14:15:54.000+0000,2023-12-04T14:35:16.000+0000
707Oy000007cP9eIAE,2023-12-04T14:15:54.000+0000,2023-12-04T14:36:33.000+0000
707Oy000007cJwXIAU,2023-12-04T14:15:37.000+0000,2023-12-04T14:34:54.000+0000
707Oy000007cPT2IAM,2023-12-04T14:15:01.000+0000,2023-12-04T14:35:00.000+0000
707Oy000007cISbIAM,2023-12-04T14:13:34.000+0000,2023-12-04T14:32:13.000+0000
707Oy000007cISZIA2,2023-12-04T14:13:33.000+0000,2023-12-04T14:32:48.000+0000
707Oy000007cISaIAM,2023-12-04T14:13:33.000+0000,2023-12-04T14:31:51.000+0000
707Oy000007cNG2IAM,2023-12-04T14:13:17.000+0000,2023-12-04T14:31:57.000+0000
707Oy000007cHLLIA2,2023-12-04T14:03:53.000+0000,2023-12-04T14:26:41.000+0000
707Oy000007cHLKIA2,2023-12-04T14:03:53.000+0000,2023-12-04T14:24:42.000+0000
707Oy000007cNkVIAU,2023-12-04T14:03:38.000+0000,2023-12-04T14:22:30.000+0000
707Oy000007cNkUIAU,2023-12-04T14:03:38.000+0000,2023-12-04T14:22:15.000+0000
707Oy000007cNkWIAU,2023-12-04T14:03:38.000+0000,2023-12-04T14:24:13.000+0000
707Oy000007cJ0GIAU,2023-12-04T14:03:04.000+0000,2023-12-04T14:21:16.000+0000
707Oy000007cN7tIAE,2023-12-04T14:02:51.000+0000,2023-12-04T14:19:37.000+0000
707Oy000007cN7sIAE,2023-12-04T14:02:50.000+0000,2023-12-04T14:19:34.000+0000
707Oy000007cN7rIAE,2023-12-04T14:02:50.000+0000,2023-12-04T14:17:39.000+0000
707Oy000007cMdHIAU,2023-12-04T14:02:31.000+0000,2023-12-04T14:14:42.000+0000
707Oy000007cMdIIAU,2023-12-04T14:02:31.000+0000,2023-12-04T14:15:15.000+0000
707Oy000007cMdGIAU,2023-12-04T14:02:30.000+0000,2023-12-04T14:15:53.000+0000
707Oy000007cKP5IAM,2023-12-04T14:02:14.000+0000,2023-12-04T14:15:00.000+0000
707Oy000007cJGrIAM,2023-12-04T14:02:03.000+0000,2023-12-04T14:12:58.000+0000
707Oy000007cJZXIA2,2023-12-04T14:01:51.000+0000,2023-12-04T14:09:41.000+0000
707Oy000007cNIxIAM,2023-12-04T14:01:38.000+0000,2023-12-04T14:09:16.000+0000
707Oy000007cMa4IAE,2023-12-04T14:01:27.000+0000,2023-12-04T14:09:01.000+0000
707Oy000007cFS8IAM,2023-12-04T14:01:13.000+0000,2023-12-04T14:08:29.000+0000
707Oy000007cLTHIA2,2023-12-04T14:00:55.000+0000,2023-12-04T14:07:38.000+0000
707Oy000007cGYaIAM,2023-12-04T13:47:51.000+0000,2023-12-04T13:49:25.000+0000
707Oy000007cIgfIAE,2023-12-04T13:45:23.000+0000,2023-12-04T13:46:34.000+0000
707Oy000007cKjjIAE,2023-12-04T13:43:39.000+0000,2023-12-04T13:44:46.000+0000
707Oy000007cJsaIAE,2023-12-04T13:40:49.000+0000,2023-12-04T13:42:06.000+0000
707Oy000007cJz0IAE,2023-12-04T13:39:41.000+0000,2023-12-04T13:41:02.000+0000
707Oy000007cJfeIAE,2023-12-04T13:39:21.000+0000,2023-12-04T13:42:13.000+0000
707Oy000007cJfcIAE,2023-12-04T13:39:20.000+0000,2023-12-04T13:40:43.000+0000
